year,company,section_title,mapped_chapter,mapped_chapter_title,relevance,reason
2015,每日期刊,教育体系和医保制度都很难改革,8,第八章 激励：制度比劝诫更诚实,high,包含关键词「制度、医保制度、医保」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
2015,每日期刊,智能投顾与指数基金没区别,9,第九章 群体、权威与被剥夺感,high,包含关键词「指数基金、指数」，与「第九章 群体、权威与被剥夺感」主题高度相关
2015,每日期刊,指数基金发展起来自有道理,9,第九章 群体、权威与被剥夺感,high,包含关键词「指数基金、指数」，与「第九章 群体、权威与被剥夺感」主题高度相关
2015,每日期刊,利率的状况超出人的想象，我已经蒙了,9,第九章 群体、权威与被剥夺感,medium,包含关键词「利率」，与「第九章 群体、权威与被剥夺感」主题高度相关
2015,每日期刊,沃伦与我都痛恨企业联合会计造假,11,第十一章 穿过会计看商业现实,high,包含关键词「会计、造假」，与「第十一章 穿过会计看商业现实」主题高度相关
2015,每日期刊,软件业务上升为每日期刊新的主营业务,12,第十二章 好企业让少行动成为优势,high,包含关键词「每日期刊、软件、软件业务」，与「第十二章 好企业让少行动成为优势」主题高度相关
2015,每日期刊,富国银行这样的机会可遇不可求,12,第十二章 好企业让少行动成为优势,high,包含关键词「富国银行、富国」，与「第十二章 好企业让少行动成为优势」主题高度相关
2015,每日期刊,美国运通和特斯拉都身处激烈的市场竞争中,12,第十二章 好企业让少行动成为优势,medium,包含关键词「美国运通」，与「第十二章 好企业让少行动成为优势」主题高度相关
2015,每日期刊,3G资本和每日期刊都信奉精简之道，美国中部能源公司将带来良好收益,12,第十二章 好企业让少行动成为优势,high,包含关键词「3G资本、每日期刊、能源」，与「第十二章 好企业让少行动成为优势」主题高度相关
2015,每日期刊,耶鲁等大型捐赠基金不是那么好学,12,第十二章 好企业让少行动成为优势,medium,包含关键词「基金」，与「第十二章 好企业让少行动成为优势」主题高度相关
2015,每日期刊,石油是必须保存的珍贵资源,12,第十二章 好企业让少行动成为优势,medium,包含关键词「石油」，与「第十二章 好企业让少行动成为优势」主题高度相关
2015,每日期刊,我打算制作一尊李光耀半身像，摆在我家中的显著位置,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「李光耀」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2015,每日期刊,李光耀给新加坡打下了良好的基础,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「李光耀、新加坡」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2015,每日期刊,中国学的是新加坡发展经济的方式,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「新加坡」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2015,每日期刊,我们尊重辛格尔顿的原因,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「辛格尔顿」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2015,每日期刊,我的成功秘诀,15,第十五章 避免惯常的失败方式,medium,包含关键词「秘诀」，与「第十五章 避免惯常的失败方式」主题高度相关
2015,每日期刊,我不认同卡尔·伊坎这样的激进投资者,15,第十五章 避免惯常的失败方式,medium,包含关键词「激进」，与「第十五章 避免惯常的失败方式」主题高度相关
2015,每日期刊,我们迎难而上，努力跟上时代,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,我的成功靠的不是智商而是专注力,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,有智慧的人远离害人精,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,长期来看，货币购买力必然越来越低,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,竞争造成无法改变的客观事实,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,大灾大难，该来的总会来，但假设的情况我不太好回答,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,私人保险公司没有底线，政府应严抓不懈,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,一些投资行业的新动向,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,互联网是20世纪最伟大的发明，我只能建议年轻人慢慢追求财富,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2015,每日期刊,谈谈亚裔、工时计费、金融与丹麦,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,谋生靠一技之长，跨学科阅读和思考使人明智,1,第一章 一把锤子为什么不够,medium,包含关键词「跨学科」，与「第一章 一把锤子为什么不够」主题高度相关
2016,每日期刊,金融造假层出不穷，赌博文化在美国社会泛滥,11,第十一章 穿过会计看商业现实,high,包含关键词「造假、赌博」，与「第十一章 穿过会计看商业现实」主题高度相关
2016,每日期刊,每日期刊的新生意是风险投资,12,第十二章 好企业让少行动成为优势,high,包含关键词「每日期刊、风险投资」，与「第十二章 好企业让少行动成为优势」主题高度相关
2016,每日期刊,期刊科技将努力建立竞争优势,12,第十二章 好企业让少行动成为优势,high,包含关键词「竞争优势、期刊科技」，与「第十二章 好企业让少行动成为优势」主题高度相关
2016,每日期刊,IBM，答案在风中飘荡，但可口可乐依然强大,12,第十二章 好企业让少行动成为优势,high,包含关键词「可口可乐、强大」，与「第十二章 好企业让少行动成为优势」主题高度相关
2016,每日期刊,价值投资的道理像数学原理一样有效，但估值没有万能公式,12,第十二章 好企业让少行动成为优势,medium,包含关键词「价值投资」，与「第十二章 好企业让少行动成为优势」主题高度相关
2016,每日期刊,伯克希尔的商业模式和管理方法,12,第十二章 好企业让少行动成为优势,medium,包含关键词「商业模式」，与「第十二章 好企业让少行动成为优势」主题高度相关
2016,每日期刊,投资比亚迪也是风险投资,12,第十二章 好企业让少行动成为优势,high,包含关键词「比亚迪、风险投资」，与「第十二章 好企业让少行动成为优势」主题高度相关
2016,每日期刊,投资富国银行和美国银行的逻辑,12,第十二章 好企业让少行动成为优势,high,包含关键词「富国银行、富国」，与「第十二章 好企业让少行动成为优势」主题高度相关
2016,每日期刊,风险投资人培育了大量初创企业，但他们也有污点,12,第十二章 好企业让少行动成为优势,medium,包含关键词「风险投资」，与「第十二章 好企业让少行动成为优势」主题高度相关
2016,每日期刊,投资通用汽车，以及汽车行业的现在和未来,12,第十二章 好企业让少行动成为优势,high,包含关键词「汽车、汽车行业」，与「第十二章 好企业让少行动成为优势」主题高度相关
2016,每日期刊,绝对的平等不现实，是不义之财让人心生怨恨,15,第十五章 避免惯常的失败方式,medium,包含关键词「怨恨」，与「第十五章 避免惯常的失败方式」主题高度相关
2016,每日期刊,关于家庭、婚姻、慈善及我敬重的人,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,年轻时印象特别深刻的一笔投资,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,从西科时代到现在，投资环境变化没那么大,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,公司估值要具体问题具体分析,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,没有整合的能力，不可能正确认识现实,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,我们的日程表不是很满,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,我能给的人生建议都是老生常谈,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,原油问题让我困惑,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,我们的金融行业陷入了畸形发展,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2016,每日期刊,格林斯潘缺乏对现实的深刻认识,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2017,每日期刊,指数基金不会轻易失效,9,第九章 群体、权威与被剥夺感,high,包含关键词「指数基金、指数」，与「第九章 群体、权威与被剥夺感」主题高度相关
2017,每日期刊,特朗普、税改、瓦兰特与农业问题,11,第十一章 穿过会计看商业现实,medium,包含关键词「税」，与「第十一章 穿过会计看商业现实」主题高度相关
2017,每日期刊,每日期刊发展软件业务，是盖林的手笔,12,第十二章 好企业让少行动成为优势,high,包含关键词「每日期刊、软件、软件业务」，与「第十二章 好企业让少行动成为优势」主题高度相关
2017,每日期刊,每日期刊的工作方法,12,第十二章 好企业让少行动成为优势,medium,包含关键词「每日期刊」，与「第十二章 好企业让少行动成为优势」主题高度相关
2017,每日期刊,期刊科技的业务一直在发展,12,第十二章 好企业让少行动成为优势,medium,包含关键词「期刊科技」，与「第十二章 好企业让少行动成为优势」主题高度相关
2017,每日期刊,富国银行错在没有及时纠正,12,第十二章 好企业让少行动成为优势,high,包含关键词「富国银行、富国」，与「第十二章 好企业让少行动成为优势」主题高度相关
2017,每日期刊,美国运通与油气勘探的未来，我都说不好,12,第十二章 好企业让少行动成为优势,medium,包含关键词「美国运通」，与「第十二章 好企业让少行动成为优势」主题高度相关
2017,每日期刊,投资苹果和航空公司并没有十足把握，但买爱尔兰的银行是个错误,12,第十二章 好企业让少行动成为优势,medium,包含关键词「苹果」，与「第十二章 好企业让少行动成为优势」主题高度相关
2017,每日期刊,要找到优秀的人共事，自己首先要优秀,12,第十二章 好企业让少行动成为优势,medium,包含关键词「优秀」，与「第十二章 好企业让少行动成为优势」主题高度相关
2017,每日期刊,巴菲特合伙基金的收费方式在今天也公平合理,12,第十二章 好企业让少行动成为优势,medium,包含关键词「基金」，与「第十二章 好企业让少行动成为优势」主题高度相关
2017,每日期刊,教孙辈寻找商机与推荐一本书,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「推荐」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2017,每日期刊,太姥爷的故事告诉我，做集中且长期的投资,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「故事」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2017,每日期刊,我们竟然能把业务做到澳大利亚,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2017,每日期刊,市场竞争激烈，专心做好自己,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2017,每日期刊,先专精，再寻找不同知识的合奏效应,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2017,每日期刊,"找到适合自己的职业，""普通""地过一生",16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2017,每日期刊,选择职业要综合兴趣和优势,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2017,每日期刊,你们还以为我多了不起，我做了多少傻事啊！,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2017,每日期刊,消除错误的想法和延迟满足都要坚持不懈,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2017,每日期刊,印度前景不明，中国的机会更多,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2017,每日期刊,人生因为难而充满挑战和意义,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2018,每日期刊,坚持学科融合，避免认知偏差,1,第一章 一把锤子为什么不够,medium,包含关键词「学科融合」，与「第一章 一把锤子为什么不够」主题高度相关
2018,每日期刊,心理学要和其他学科融合才能发挥最大威力,1,第一章 一把锤子为什么不够,medium,包含关键词「学科融合」，与「第一章 一把锤子为什么不够」主题高度相关
2018,每日期刊,学习模型思维没有捷径可走,2,第二章 多元思维模型怎样连成知识格栅,high,包含关键词「模型思维、学习模型思维、模型思维没有捷径」，与「第二章 多元思维模型怎样连成知识格栅」主题高度相关
2018,每日期刊,伯克希尔的文化和基因,7,第七章 误判不是偶然：心理倾向的系统,medium,包含关键词「基因」，与「第七章 误判不是偶然：心理倾向的系统」主题高度相关
2018,每日期刊,伯克希尔的基因中有中西部价值观的成分,7,第七章 误判不是偶然：心理倾向的系统,medium,包含关键词「基因」，与「第七章 误判不是偶然：心理倾向的系统」主题高度相关
2018,每日期刊,美国的医保制度不改不行,8,第八章 激励：制度比劝诫更诚实,high,包含关键词「制度、医保制度、医保」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
2018,每日期刊,每日期刊没有会计问题，也不会欺诈,11,第十一章 穿过会计看商业现实,high,包含关键词「会计、会计问题」，与「第十一章 穿过会计看商业现实」主题高度相关
2018,每日期刊,每日期刊的业务和投资,12,第十二章 好企业让少行动成为优势,medium,包含关键词「每日期刊」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,软件业务占比已远超传统业务，但竞争激烈,12,第十二章 好企业让少行动成为优势,high,包含关键词「软件、软件业务」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,我们投资比亚迪和富国银行，很多人都看不懂,12,第十二章 好企业让少行动成为优势,high,包含关键词「比亚迪、富国银行、富国」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,"彼得·考夫曼筛选基金经理的""五张王牌""",12,第十二章 好企业让少行动成为优势,high,包含关键词「基金、基金经理」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,对大宗商品、互联网公司、人工智能，我所知甚少,12,第十二章 好企业让少行动成为优势,medium,包含关键词「互联网公司」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,莫尼什与李录，两位优秀的基金经理,12,第十二章 好企业让少行动成为优势,high,包含关键词「基金、基金经理、优秀」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,美国的医保、石油、基建和气候问题,12,第十二章 好企业让少行动成为优势,high,包含关键词「石油、医保」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,每日期刊完全没投资过石油相关公司,12,第十二章 好企业让少行动成为优势,high,包含关键词「每日期刊、石油」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,大公司文化出了问题真不知该怎么治,12,第十二章 好企业让少行动成为优势,high,包含关键词「公司文化、大公司」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,通用电气的管理方法不合理,12,第十二章 好企业让少行动成为优势,medium,包含关键词「通用电气」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,开市客的公司文化特点鲜明，通用电气等则不然,12,第十二章 好企业让少行动成为优势,high,包含关键词「开市客、公司文化、通用电气」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,政府负债之高令人担心，整治垄断问题暂无必要,12,第十二章 好企业让少行动成为优势,medium,包含关键词「垄断」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,我们的投资之道：关于国债、小资金、好公司和消费品品牌,12,第十二章 好企业让少行动成为优势,high,包含关键词「好公司、品牌、消费」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,我们的态度：关于保证金交易、量化交易、指数基金与比特币,12,第十二章 好企业让少行动成为优势,high,包含关键词「基金、指数基金、量化」，与「第十二章 好企业让少行动成为优势」主题高度相关
2018,每日期刊,伯克希尔只投资我们觉得放心的银行股,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2018,每日期刊,建高铁似乎多此一举，但伯克希尔会为美国的电网建设做出重大贡献,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2018,每日期刊,很难说哪种认知偏差影响更恶劣,15,第十五章 避免惯常的失败方式,medium,包含关键词「恶劣」，与「第十五章 避免惯常的失败方式」主题高度相关
2018,每日期刊,笑对苦难是一种态度，要坚持做有价值的人,15,第十五章 避免惯常的失败方式,high,包含关键词「苦难、笑对苦难、坚持做有价值的人」，与「第十五章 避免惯常的失败方式」主题高度相关
2018,每日期刊,目前解决气候问题的方法不切实际,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2019,每日期刊,想要实现理想化的高复利，不如学会降低预期,5,第五章 逆向：先问怎样会失败,medium,包含关键词「降低预期」，与「第五章 逆向：先问怎样会失败」主题高度相关
2019,每日期刊,小型银行有机会，追求高复利不如降低预期,5,第五章 逆向：先问怎样会失败,medium,包含关键词「降低预期」，与「第五章 逆向：先问怎样会失败」主题高度相关
2019,每日期刊,股票回购不该被干预，医疗改革与政府债务都是大难题,8,第八章 激励：制度比劝诫更诚实,medium,包含关键词「改革」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
2019,每日期刊,伯克希尔的优势是没有官僚主义,8,第八章 激励：制度比劝诫更诚实,high,包含关键词「官僚、官僚主义」，与「第八章 激励：制度比劝诫更诚实」主题高度相关
2019,每日期刊,知识产权、次贷危机、非营利评级机构......不懂或无解的事情我选择远离,9,第九章 群体、权威与被剥夺感,high,包含关键词「次贷、评级机构」，与「第九章 群体、权威与被剥夺感」主题高度相关
2019,每日期刊,每日期刊力图开拓软件业务的全球市场,12,第十二章 好企业让少行动成为优势,high,包含关键词「每日期刊、软件、软件业务」，与「第十二章 好企业让少行动成为优势」主题高度相关
2019,每日期刊,中国的机会与比亚迪的成就,12,第十二章 好企业让少行动成为优势,medium,包含关键词「比亚迪」，与「第十二章 好企业让少行动成为优势」主题高度相关
2019,每日期刊,投不投指数、苹果、医疗行业都在于能力圈,12,第十二章 好企业让少行动成为优势,high,包含关键词「苹果、医疗、能力圈」，与「第十二章 好企业让少行动成为优势」主题高度相关
2019,每日期刊,伯克希尔与《商界局外人》中的八家公司,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「伯克希尔」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2019,每日期刊,我支持李录，他是中国版的沃伦·巴菲特,13,第十三章 少数机会、集中下注与资本配置,medium,包含关键词「巴菲特」，与「第十三章 少数机会、集中下注与资本配置」主题高度相关
2019,每日期刊,几个道出了投资秘诀的故事,14,第十四章 应得信任：合作如何降低摩擦,medium,包含关键词「故事」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2019,每日期刊,每日期刊的成果是瑞克和盖瑞的功劳,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「瑞克、盖瑞、功劳」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2019,每日期刊,我选择与优秀而谨慎的人合作，对能力圈的认知或许是天生的,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「合作、谨慎、与优秀」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2019,每日期刊,斯多葛学派、林肯和赫布·凯莱赫的逸事，以及《穷查理宝典》的故事,15,第十五章 避免惯常的失败方式,high,包含关键词「斯多葛、斯多葛学派、林肯」，与「第十五章 避免惯常的失败方式」主题高度相关
2019,每日期刊,成功秘诀、幽默、睡眠、不怨天怨地，关于人生和生活的老生常谈,15,第十五章 避免惯常的失败方式,high,包含关键词「怨天怨地、不怨天、秘诀」，与「第十五章 避免惯常的失败方式」主题高度相关
2019,每日期刊,很多人以为具备常识很简单，其实很难,16,第十六章 理性近乎一种道德义务,high,包含关键词「常识、很多人以为具备常识很简单」，与「第十六章 理性近乎一种道德义务」主题高度相关
2019,每日期刊,投资公司妄想把铅变成金子,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2019,每日期刊,"怎样才算""接受了良好的教育""及其在投资领域的应用",16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2019,每日期刊,坚持道德，坚持简单,16,第十六章 理性近乎一种道德义务,high,包含关键词「道德、坚持道德、坚持简单」，与「第十六章 理性近乎一种道德义务」主题高度相关
2019,每日期刊,我们从没忽悠傻子从我们手中接货赚钱,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2019,每日期刊,有些道理朴实无华，却让人受益终身,16,第十六章 理性近乎一种道德义务,medium,包含关键词「有些道理朴实无华」，与「第十六章 理性近乎一种道德义务」主题高度相关
2019,每日期刊,好多事情，把问题想明白就成功了一半,16,第十六章 理性近乎一种道德义务,medium,包含关键词「好多事情，把问题想明白就成功了一半」，与「第十六章 理性近乎一种道德义务」主题高度相关
2019,每日期刊,我感到很幸运，但并不觉得骄傲。,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,有的书我会重读,3,第三章 终身学习：让模型保持活性,medium,包含关键词「有的书我会重读」，与「第三章 终身学习：让模型保持活性」主题高度相关
2020,每日期刊,否定自己和逆向思考是我追求理性的方法,5,第五章 逆向：先问怎样会失败,high,包含关键词「逆向、逆向思考、否定自己」，与「第五章 逆向：先问怎样会失败」主题高度相关
2020,每日期刊,正式流程是这个样子的,6,第六章 反证、检查清单与第二次思考,medium,包含关键词「正式流程」，与「第六章 反证、检查清单与第二次思考」主题高度相关
2020,每日期刊,我们的原则是不签让自己偷懒的合同,6,第六章 反证、检查清单与第二次思考,medium,包含关键词「不签让自己偷懒的合同」，与「第六章 反证、检查清单与第二次思考」主题高度相关
2020,每日期刊,资本对软件行业的炒作太极端,9,第九章 群体、权威与被剥夺感,medium,包含关键词「炒作」，与「第九章 群体、权威与被剥夺感」主题高度相关
2020,每日期刊,比特币纯粹是反社会的东西,9,第九章 群体、权威与被剥夺感,medium,包含关键词「比特币」，与「第九章 群体、权威与被剥夺感」主题高度相关
2020,每日期刊,负利率让我不安,9,第九章 群体、权威与被剥夺感,high,包含关键词「利率、负利率」，与「第九章 群体、权威与被剥夺感」主题高度相关
2020,每日期刊,药物滥用、全民收入与新闻道德,11,第十一章 穿过会计看商业现实,medium,包含关键词「收入」，与「第十一章 穿过会计看商业现实」主题高度相关
2020,每日期刊,这次波音也将安然无恙，但要付出巨大代价,11,第十一章 穿过会计看商业现实,medium,包含关键词「安然」，与「第十一章 穿过会计看商业现实」主题高度相关
2020,每日期刊,每日期刊是个特例,12,第十二章 好企业让少行动成为优势,medium,包含关键词「每日期刊」，与「第十二章 好企业让少行动成为优势」主题高度相关
2020,每日期刊,没想到报纸就这样成了过去,12,第十二章 好企业让少行动成为优势,medium,包含关键词「报纸」，与「第十二章 好企业让少行动成为优势」主题高度相关
2020,每日期刊,每日期刊不会死是因为......,12,第十二章 好企业让少行动成为优势,medium,包含关键词「每日期刊」，与「第十二章 好企业让少行动成为优势」主题高度相关
2020,每日期刊,归根到底，投资只有价值投资一种,12,第十二章 好企业让少行动成为优势,medium,包含关键词「价值投资」，与「第十二章 好企业让少行动成为优势」主题高度相关
2020,每日期刊,基金经理面临重重困难,12,第十二章 好企业让少行动成为优势,high,包含关键词「基金、基金经理」，与「第十二章 好企业让少行动成为优势」主题高度相关
2020,每日期刊,应大力研究发展新能源，并储存化石燃料,12,第十二章 好企业让少行动成为优势,high,包含关键词「能源、新能源」，与「第十二章 好企业让少行动成为优势」主题高度相关
2020,每日期刊,医疗行业乱象丛生,12,第十二章 好企业让少行动成为优势,medium,包含关键词「医疗」，与「第十二章 好企业让少行动成为优势」主题高度相关
2020,每日期刊,李光耀的小故事,14,第十四章 应得信任：合作如何降低摩擦,high,包含关键词「李光耀、故事」，与「第十四章 应得信任：合作如何降低摩擦」主题高度相关
2020,每日期刊,做幸存者，不做受害者,15,第十五章 避免惯常的失败方式,high,包含关键词「幸存者、受害者、做幸存者」，与「第十五章 避免惯常的失败方式」主题高度相关
2020,每日期刊,无论在何处，都要保持理智,16,第十六章 理性近乎一种道德义务,high,包含关键词「理智、保持理智、无论在何处，都要保持理智」，与「第十六章 理性近乎一种道德义务」主题高度相关
2020,每日期刊,把好东西卖给别人反而会赚得更多,16,第十六章 理性近乎一种道德义务,medium,包含关键词「把好东西卖给别人」，与「第十六章 理性近乎一种道德义务」主题高度相关
2020,每日期刊,我是怎么成功的？,16,第十六章 理性近乎一种道德义务,medium,包含关键词「我是怎么成功的」，与「第十六章 理性近乎一种道德义务」主题高度相关
2020,每日期刊,戏演多了，容易弄假成真,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,找到你的狩猎场,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,怎么研究公司和产业？,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,我对产业投资没什么高见,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,"现在的情况不能和""漂亮五十""相提并论",16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,加拿大、中国与日本，每个国家都有优点和毛病,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,现代金融没那么美好,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,对大多数人更好的投资选择,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,我们这样追求客观和理性,16,第十六章 理性近乎一种道德义务,high,包含关键词「理性、追求客观、客观和理性」，与「第十六章 理性近乎一种道德义务」主题高度相关
2020,每日期刊,理性需要慢慢培养,16,第十六章 理性近乎一种道德义务,high,包含关键词「理性、理性需要慢慢培养」，与「第十六章 理性近乎一种道德义务」主题高度相关
2020,每日期刊,不耻、不懂与不安,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,凯恩斯和哈耶克,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,对个人而言，尽人事很重要；就社会而言，贫富终究是相对的,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,教育子女和长寿都应顺其自然,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
2020,每日期刊,社会很复杂，总会有各种问题,16,第十六章 理性近乎一种道德义务,low,无明确关键词匹配，根据语义判断最接近「第十六章 理性近乎一种道德义务」
